Name,Phone,Address,Opening Hours,Type,Rating,Has Deliveries,Has Table Reservation,Has Menu,Has Sending A Massage,Facebook Url,Instagram Url,Home Page Url,Positive Reviews Count,Negative Reviews Count,Expert Reviews Count,Number Of Visits In Last Month,Number Of Reviews,Number Of Top 3,Has Discounts And Benefits,Postal Code
Sabih Frishman,054-7955945,"Frishman 44, Tel Aviv-Yafo","Sunday
  08: 00-22: 00
Monday
  08: 00-22: 00
Tuesday
  08: 00-22: 00
Wednesday
  08: 00-22: 00
Thursday
  08: 00-21: 00
Friday
  08: 00-17: 00
Saturday
 closed",Sabih,9.1,False,False,False,True,https://www.facebook.com/153584928034455,https://www.instagram.com,https://www.google.com,18,2,0.0,493,2076,6,False,6439507
Falafel Gabay,03-6297060,"Bograshov 25, Tel Aviv-Yafo","Sunday
  10: 30-22: 00
Monday
  10: 30-22: 00
Tuesday
  10: 30-22: 00
Wednesday
  10: 30-22: 00
Thursday
  10: 30-22: 00
Friday
  10: 30-18: 45
Saturday
 closed",Falafel Network,7.4,True,False,True,True,https://www.facebook.com/114023145924066,https://www.instagram.com/falafel.gabay/,http://www.falafelgabay.co.il,26,3,0.0,598,2698,9,False,6334216
Vegan market,03-5525808,"Dizengoff 140, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-21: 00
Wednesday
  12: 00-21: 00
Thursday
  12: 00-21: 00
Friday
  12: 00-15: 30
Saturday
 closed",Vegan restaurant,8.7,True,False,True,False,https://www.facebook.com/740014096105429,https://www.instagram.com,http://linktr.ee,8,2,0.0,268,2020,0,True,6346115
West Side,03-7405054,"Herbert Samuel 28 Wharf, Tel Aviv-Yafo","Sunday
  19: 00-23: 00
Monday
  19: 00-23: 00
Tuesday
  19: 00-23: 00
Wednesday
  19: 00-23: 00
Thursday
  19: 00-23: 00
Friday
 closed
Saturday
 closed",Restaurant,9.5,False,True,True,True,https://www.facebook.com/westsideTelaviv,https://www.instagram.com,http://westside.rest.co.il,13,7,1.0,1721,1,3,False,6801814
Shchupek,03-5441973,"Ben Yehuda 256, Tel Aviv-Yafo","Sunday
 closed
Monday
  12: 00-22: 30
Tuesday
  12: 00-22: 30
Wednesday
  12: 00-22: 30
Thursday
  12: 00-23: 00
Friday
  12: 00-23: 00
Saturday
  12: 00-22: 00",Fish restaurant,6.9,False,True,True,True,https://www.facebook.com/shtsupak,https://www.instagram.com/shtsupak/,http://shtsupak.co.il,41,2,1.0,940,1,17,False,6350112
Sabih Hasharon,050-9555250,"Nahalat Binyamin 61, Tel Aviv-Yafo","Sunday
  09: 15-20: 45
Monday
  09: 15-20: 45
Tuesday
  09: 15-20: 45
Wednesday
  09: 15-20: 45
Thursday
  09: 15-20: 45
Friday
 closed
Saturday
 closed",Sabih network,7.3,False,False,True,True,https://www.facebook.com/620081134846424,https://www.instagram.com/Sabihasharontelaviv/,https://www.google.com,19,1,0.0,173,458,5,False,6515407
Barzilai farm,03-5166329,"Ahad Ha'am 6, Tel Aviv-Yafo","Sunday
  09: 00-23: 00
Monday
  09: 00-23: 00
Tuesday
  09: 00-23: 00
Wednesday
  09: 00-23: 00
Thursday
  09: 00-23: 00
Friday
  09: 00-23: 00
Saturday
  09: 00-23: 00",Vegan restaurant,9.5,True,False,False,True,https://www.facebook.com/124263737639504,https://www.instagram.com,http://meshekbarzilay.co.il,36,4,2.0,730,2,9,True,6514206
Al and Sino,03-5460679,"Ibn Gvirol 192, Tel Aviv-Yafo","Sunday
  18: 00-02: 00
Monday
  18: 00-02: 00
Tuesday
  18: 00-02: 00
Wednesday
  18: 00-02: 00
Thursday
  18: 00-02: 00
Friday
  12: 00-02: 00
Saturday
  18: 00-02: 00",Restaurant bar,8.9,False,True,True,True,https://www.facebook.com/elvecino.winebar,https://www.instagram.com,http://elvecino.co.il,10,1,0.0,821,1990,0,False,6203268
Pizza Fargo,03-9566662,"Herzl 18, Rishon Lezion","Sunday
  10: 30-24: 00
Monday
  10: 30-24: 00
Tuesday
  10: 30-24: 00
Wednesday
  10: 30-24: 00
Thursday
  10: 30-24: 00
Friday
  15: 00-02: 00
Saturday
  09: 00-24: 00",Pizza chain,6.7,False,False,True,False,https://www.facebook.com/161226910562697,https://www.instagram.com,http://prego.co.il,36,13,0.0,668,434,7,True,7528803
Bagget kidney,03-9466694,"Yosef Lishansky 5, Rishon Lezion","Sunday
  10: 00-17: 30
Monday
  10: 00-17: 30
Tuesday
  10: 00-17: 30
Wednesday
  10: 00-17: 30
Thursday
  10: 00-16: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,7.5,False,False,True,True,https://www.facebook.com,https://www.instagram.com,http://buguettenir.co.il,47,13,0.0,856,761,7,False,7565020
Vivino,03-6550575,"Moshe Becker 12, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
  08: 30-23: 30
Saturday
  12: 00-23: 45",Italian restaurant,9.6,False,True,True,False,https://www.facebook.com/vivinokarmiel,https://www.instagram.com,http://www.vivino.co.il,47,11,0.0,3704,290,30,False,7535918
DEDA,1-700-700165,"Herzl 75, Rishon Lezion","Sunday
  12: 00-22: 00
Monday
  12: 00-22: 00
Tuesday
  12: 00-22: 00
Wednesday
  12: 00-22: 00
Thursday
  12: 00-22: 00
Friday
  12: 00-22: 00
Saturday
  12: 00-22: 00",Georgian restaurant,7.2,True,True,True,True,https://www.facebook.com/370537279655524,https://www.instagram.com,http://deda.co.il,44,5,1.0,1112,1,19,False,7526730
Biga,03-9772028,"Azrieli Mall Rishonim, Rishon Lezion","Sunday
  08: 30-23: 30
Monday
  08: 30-23: 30
Tuesday
  08: 30-23: 30
Wednesday
  08: 30-23: 30
Thursday
  08: 30-23: 30
Friday
  08: 00-16: 00
Saturday
  20: 15-23: 30",coffee shop,7.1,True,True,True,True,https://www.facebook.com/361351740687589,https://www.instagram.com/Biga_rishonim/,http://biga-rishonim.webflow.io/rishon/biga,91,5,0.0,1866,1226,31,True,6070631
Jones Pizza,08-9400015,"Weizmann 18, Ness Ziona","Sunday
  09: 30-23: 00
Monday
  09: 30-23: 00
Tuesday
  09: 30-23: 00
Wednesday
  09: 30-23: 00
Thursday
  09: 30-23: 00
Friday
  11: 00-18: 15
Saturday
  20: 45-23: 00",Pizzeria,7.1,True,False,False,True,https://www.facebook.com,https://www.instagram.com,http://www.mishlohim.co.il/whitemenu/11018,124,3,0.0,795,230,48,False,7403015
Burger Salon,1-700-705715,"Paz Nahalat Yehuda, Rishon Lezion","Sunday
  11: 00-23: 00
Monday
  11: 00-23: 00
Tuesday
  11: 00-23: 00
Wednesday
  11: 00-23: 00
Thursday
  11: 00-23: 00
Friday
  11: 00-23: 00
Saturday
  11: 00-23: 00",Hamburger chain,9.6,False,False,True,False,https://www.facebook.com/362447827170318,https://www.instagram.com/burger_saloon_rishonlezion/,http://burgersaloon.co.il,52,5,1.0,1187,1,26,False,6070631
Shawarma Herzl 2,03-9568010,"Herzl 2, Rishon Lezion","Sunday
  11: 00-24: 00
Monday
  11: 00-24: 00
Tuesday
  11: 00-24: 00
Wednesday
  11: 00-24: 00
Thursday
  11: 00-24: 00
Friday
 closed
Saturday
  18: 30-24: 00",Shawarma,6.7,False,False,True,True,https://www.facebook.com/192361270780833,https://www.instagram.com/Herzel_2/,http://herzl2.co.il,129,23,0.0,6373,3213,70,False,7528701
Ziona Coffee,08-8586565,"Weizmann 18, Ness Ziona","Sunday
  08: 00-23: 00
Monday
  08: 00-23: 00
Tuesday
  08: 00-23: 00
Wednesday
  08: 00-23: 00
Thursday
  08: 00-23: 00
Friday
  08: 00-15: 30
Saturday
  12: 00-23: 00",coffee shop,7.0,False,True,True,True,https://www.facebook.com/505722282847525,https://www.instagram.com,http://zionacafe.co.il,85,4,2.0,2266,2,23,True,7403015
Benedict,03-6868657,"Moshe Becker 14, Rishon Lezion","Sunday
  08: 00-22: 00
Monday
  08: 00-22: 00
Tuesday
  08: 00-22: 00
Wednesday
  08: 00-22: 00
Thursday
  08: 00-22: 00
Friday
  08: 00-22: 00
Saturday
  08: 00-22: 00",Restaurant coffee chain,9.9,True,False,True,True,https://www.facebook.com/123994144296174,https://www.instagram.com,http://www.benedict.co.il,45,11,2.0,1454,2,8,False,7535920
Arroyo,073-7590111,"Herzl 28, Rishon Lezion","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
 closed
Saturday
 closed",Thai restaurant,8.1,False,False,True,True,https://www.facebook.com/103014628159108,https://www.instagram.com/aroi.time.to.thai/,http://aroi.co.il,28,4,0.0,1240,1057,14,True,7528808
BBB,03-7368888,"Moshe Becker 9, Rishon Lezion","Sunday
  11: 45-24: 00
Monday
  11: 45-24: 00
Tuesday
  11: 45-24: 00
Wednesday
  11: 45-24: 00
Thursday
  11: 45-24: 00
Friday
  11: 45-24: 00
Saturday
  11: 45-24: 00",Hamburger chain,6.6,False,True,False,False,https://www.facebook.com/108665935849263,https://www.instagram.com,http://burgus.co.il,53,13,1.0,1159,1,20,False,7535915
Coffee to knead,08-6806630,"Moshe Lerer 1, Ness Ziona","Sunday
  08: 30-23: 00
Monday
  08: 30-23: 00
Tuesday
  08: 30-23: 00
Wednesday
  08: 30-23: 00
Thursday
  08: 30-23: 00
Friday
  08: 00-22: 00
Saturday
  10: 00-22: 00",coffee shop,9.4,True,True,True,True,https://www.facebook.com/423019975107102,https://www.instagram.com/Cafelalushnessziona/,http://cafelalush.co.il,45,5,0.0,1774,291,26,True,6070631
Authentic pizzeria,077-2045446,"Hyacinth 6, Ness Ziona","Sunday
  17: 00-22: 00
Monday
  17: 00-22: 00
Tuesday
  17: 00-22: 00
Wednesday
  17: 00-22: 00
Thursday
  17: 00-22: 00
Friday
 closed
Saturday
  20: 15-22: 00",Pizzeria,6.9,False,False,True,True,https://www.facebook.com/216690888738915,https://www.instagram.com/pizzeria_autentica/,http://autentica.co.il,43,5,0.0,333,1127,23,False,7420605
Se Tu Pizza & Bar,03-9799986,"Rothschild 63, Rishon Lezion","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-24: 00
Saturday
  12: 00-24: 00",Pizzeria,8.5,False,False,True,True,https://www.facebook.com/setupizzabar,https://www.instagram.com/setu_pizza_bar/,https://www.google.com,16,4,1.0,886,1,6,True,7520142
Scone clean,03-6499434,"Rothschild 119, Rishon Lezion","Sunday
 closed
Monday
  12: 00-15: 00
 18: 00-22: 00
Tuesday
  12: 00-15: 00
 18: 00-22: 00
Wednesday
  12: 00-15: 00
 18: 00-22: 00
Thursday
  12: 00-15: 00
 18: 00-22: 00
Friday
  12: 00-15: 00
 18: 00-22: 00
Saturday
  12: 00-16: 00",Asian restaurant,9.7,True,False,True,False,https://www.facebook.com/637412323000815,https://www.instagram.com,http://80184954.rest.co.il,24,2,1.0,767,1,5,False,75236
Pizza Kid,03-9560666,"Yehuda Leib Pinsker 16, Rishon Lezion","Sunday
  11: 30-24: 00
Monday
  11: 30-24: 00
Tuesday
  11: 30-24: 00
Wednesday
  11: 30-24: 00
Thursday
  11: 30-24: 00
Friday
 closed
Saturday
  20: 00-24: 00",Pizza chain,7.1,False,False,True,True,https://www.facebook.com,https://www.instagram.com/Pizzakid_rishon/,https://www.google.com,22,5,0.0,442,457,9,False,7530527
Abu Hassan,03-5259640,"David Sakharov 17, Rishon Lezion","Sunday
  08: 00-18: 00
Monday
  08: 00-18: 00
Tuesday
  08: 00-18: 00
Wednesday
  08: 00-18: 00
Thursday
  08: 00-18: 00
Friday
  08: 00-18: 00
Saturday
  08: 00-18: 00",Hummus,8.4,True,False,True,True,https://www.facebook.com/140918019657189,https://www.instagram.com,https://www.google.com,52,2,0.0,1378,889,31,True,7570719
Landover Coffee,08-9200122,"Fleet 4, Ness Ziona","Sunday
  07: 30-23: 00
Monday
  07: 30-23: 00
Tuesday
  07: 30-23: 00
Wednesday
  07: 30-23: 00
Thursday
  07: 30-23: 00
Friday
  07: 30-16: 15
Saturday
  08: 00-23: 00",Restaurant coffee chain,7.3,False,True,True,True,https://www.facebook.com/landwer1919,https://www.instagram.com,http://landwercafe.co.il,22,2,0.0,492,2404,5,False,6070631
Sharina,03-9465000,"Herzl 82, Rishon Lezion","Sunday
  10: 00-17: 00
Monday
  10: 00-17: 00
Tuesday
  10: 00-17: 00
Wednesday
  10: 00-17: 00
Thursday
  10: 00-17: 00
Friday
  10: 00-14: 00
Saturday
 closed",Homemade food restaurant,7.8,True,False,False,False,https://www.facebook.com,https://www.instagram.com,https://www.google.com,13,0,0.0,302,204,7,False,7525102
Borax masturbated,08-9282325,"Yehuda 3, Beer Yaakov","Sunday
  07: 00-17: 00
Monday
  07: 00-17: 00
Tuesday
  07: 00-17: 00
Wednesday
  07: 00-17: 00
Thursday
  07: 00-18: 00
Friday
  07: 00-15: 00
Saturday
 closed",Boraxia,9.1,True,False,False,False,https://www.facebook.com/97127491098,https://www.instagram.com,https://www.google.com,6,0,0.0,175,325,0,False,70300
Alina in pita,03-6228055,"Herzl 34, Rishon Lezion","Sunday
  11: 30-24: 00
Monday
  11: 30-24: 00
Tuesday
  11: 30-24: 00
Wednesday
  11: 30-24: 00
Thursday
  11: 30-02: 00
Friday
 closed
Saturday
  20: 45-02: 00",Grill bar,8.3,True,False,False,False,https://www.facebook.com/103657734713104,https://www.instagram.com/alena.be.pita/,http://alenabepita.co.il/%d7%9e%d7%a9%d7%9c%d7%95%d7%97%d7%99%d7%9d,8,1,1.0,673,1,4,False,7528811
Giliz,03-6334222,"Rothschild 67, Rishon Lezion","Sunday
  11: 30-23: 00
Monday
  11: 30-23: 00
Tuesday
  11: 30-23: 00
Wednesday
  11: 30-23: 00
Thursday
  11: 30-02: 00
Friday
 closed
Saturday
  20: 45-02: 00",Fast food restaurant,6.7,False,False,True,True,https://www.facebook.com/409023472993853,https://www.instagram.com/giliz__/,http://giliz67.com,18,3,0.0,696,937,3,True,7520268
Tunisian Chen,03-9500111,"Moshe Becker 35, Rishon Lezion","Sunday
  07: 00-23: 00
Monday
  07: 00-23: 00
Tuesday
  07: 00-23: 00
Wednesday
  07: 00-23: 00
Thursday
  07: 00-23: 00
Friday
 closed
Saturday
 closed",A Tunisian restaurant,6.7,False,False,True,False,https://www.facebook.com,https://www.instagram.com,https://www.google.com,12,2,0.0,472,545,3,False,7535940
Yemeni soups,03-6203605,"Yosef Klausner 5, Rishon Lezion","Sunday
  09: 00-18: 00
Monday
  09: 00-18: 00
Tuesday
  09: 00-18: 00
Wednesday
  09: 00-18: 00
Thursday
  09: 00-18: 00
Friday
  09: 00-14: 30
Saturday
 closed",Markia,7.6,True,False,False,False,https://www.facebook.com/624316617619463,https://www.instagram.com,http://yemeni-food.info,21,1,0.0,327,287,9,False,7535396
Squared falafel,03-9666736,"Rothschild 85, Rishon Lezion","Sunday
  09: 30-22: 00
Monday
  09: 30-22: 00
Tuesday
  09: 30-22: 00
Wednesday
  09: 30-22: 00
Thursday
  09: 30-22: 00
Friday
  09: 30-15: 00
Saturday
 closed",Falafel Network,7.6,True,False,True,False,https://www.facebook.com/186734364696710,https://www.instagram.com,http://falafelbaribua.co.il,23,5,0.0,302,1024,6,False,7520447
Sushi origami,03-5735140,"Moshe Becker 9, Rishon Lezion","Sunday
  16: 00-23: 00
Monday
  16: 00-23: 00
Tuesday
  16: 00-23: 00
Wednesday
  16: 00-23: 00
Thursday
  16: 00-23: 00
Friday
  12: 00-23: 00
Saturday
  12: 00-23: 00",Sushi,8.2,False,False,True,False,https://www.facebook.com/107402342940932,https://www.instagram.com,http://origamisushi.co.il,15,7,0.0,816,1158,6,False,7535915
Sudokh,03-7446568,"22 HaMaccabim Road, Rishon Lezion","Sunday
  09: 00-05: 00
Monday
  09: 00-05: 00
Tuesday
  09: 00-05: 00
Wednesday
  09: 00-05: 00
Thursday
  09: 00-05: 30
Friday
  09: 00-15: 00
Saturday
  21: 15-05: 00",Sausage toast net,9.7,True,False,True,False,https://www.facebook.com/406697619772625,https://www.instagram.com,http://suduch.co.il,6,1,0.0,1254,508,0,False,7535963
Gumba,*6508,"Lazrov 23, Rishon Lezion","Sunday
  12: 00-23: 30
Monday
  12: 00-23: 30
Tuesday
  12: 00-23: 30
Wednesday
  12: 00-23: 30
Thursday
  12: 00-23: 30
Friday
  12: 00-23: 30
Saturday
  12: 00-23: 30",A chain of Italian restaurants,9.8,True,False,True,False,https://www.facebook.com/312540412271961,https://www.instagram.com,http://goomba.co.il,99,13,0.0,1737,7319,31,False,7565430
Mushon skewers,054-5397744,"Weizmann, Ness Ziona","Sunday
  12: 00-22: 00
Monday
  12: 00-22: 00
Tuesday
  12: 00-22: 00
Wednesday
  12: 00-22: 00
Thursday
  12: 00-22: 00
Friday
 closed
Saturday
 closed",Grill bar,7.6,False,False,True,True,https://www.facebook.com/754693458199548,https://www.instagram.com,https://www.google.com,11,2,0.0,247,476,4,False,6070631
Air,03-9563216,"Moshe Becker 15, Rishon Lezion","Sunday
  12:00 - until last customer
Monday
  12:00 - until last customer
Tuesday
  12:00 - until last customer
Wednesday
  12:00 - until last customer
Thursday
  12:00 - until last customer
Friday
  12:00 - until last customer
Saturday
  12:00 - until last customer",A steakhouse,7.9,True,True,True,True,https://www.facebook.com/133020683419092,https://www.instagram.com/loftmeat/,http://loft.co.il,55,23,4.0,1412,4,14,False,7535921
Sheikh chickpeas,052-3130525,"Yosef Lishansky 5, Rishon Lezion","Sunday
  10: 00-16: 00
Monday
  10: 00-16: 00
Tuesday
  10: 00-16: 00
Wednesday
  10: 00-16: 00
Thursday
  10: 00-16: 00
Friday
  09: 00-15: 00
Saturday
 closed",Hummus,9.6,True,False,True,True,https://www.facebook.com/157740870950600,https://www.instagram.com,http://shaykale.co.il,78,9,0.0,740,1392,25,False,7565020
Pizza Don Papa,03-9444666,"Yona Zvi Feinstein 25, Rishon Lezion","Sunday
  11: 00-23: 30
Monday
  11: 00-23: 30
Tuesday
  11: 00-23: 30
Wednesday
  11: 00-23: 30
Thursday
  11: 00-23: 30
Friday
 closed
Saturday
  20: 15-23: 30",Pizzeria,8.8,False,False,True,True,https://www.facebook.com/162078664470720,https://www.instagram.com/Pizza_donpapa/,http://donpapa.co.il,9,1,0.0,681,187,6,True,7546912
Borax film,050-5557155,"PICA 18, Rishon Lezion","Sunday
  07: 30-23: 00
Monday
  07: 30-23: 00
Tuesday
  07: 30-23: 00
Wednesday
  07: 30-23: 00
Thursday
  07: 30-23: 00
Friday
  07: 30-14: 00
Saturday
 closed",Boraxia,9.1,False,False,True,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,7,0,0.0,157,11,0,False,7566118
Almost free pizza first,03-9444480,"Rothschild 121, Rishon Lezion","Sunday
  09: 30-24: 00
Monday
  09: 30-24: 00
Tuesday
  09: 30-24: 00
Wednesday
  09: 30-24: 00
Thursday
  09: 30-24: 00
Friday
  09: 00-15: 00
Saturday
  20: 15-01: 00",Pizzeria,9.3,True,False,True,True,https://www.facebook.com/1811269339116563,https://www.instagram.com,http://pizzarishonlezion.d-pizza.co.il,60,9,0.0,463,629,40,False,75236
Tingus,03-5222550,"David Sakharov 26, Rishon Lezion","Sunday
  12: 00-02: 00
Monday
  12: 00-02: 00
Tuesday
  12: 00-02: 00
Wednesday
  12: 00-02: 00
Thursday
  12: 00-02: 00
Friday
 closed
Saturday
  17: 00-01: 00",Hamburgeria,7.2,False,False,True,False,https://www.facebook.com/tingosburger,https://www.instagram.com,http://www.mishloha.co.il/r/d798d799d7a0d792d795d7a120d7a8d790d7a9d795d79f20d79cd7a6d799d795d79f?gc,84,18,1.0,1880,1,35,False,7570733
Tokopia,08-9389333,"Yishparo Center, Ness Ziona","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-14: 00
Saturday
  20: 30-24: 00",Restaurant,9.0,True,True,True,True,https://www.facebook.com/165041176868747,https://www.instagram.com/tokopaya/,http://tokopaya.co.il,28,3,0.0,1055,2635,12,False,7404728
Pizzeria della Nona,03-5532332,"Bialik 13, Rishon Lezion","Sunday
  10: 00-23: 00
Monday
  10: 00-23: 00
Tuesday
  10: 00-23: 00
Wednesday
  10: 00-23: 00
Thursday
  10: 00-23: 00
Friday
  10: 00-13: 30
Saturday
  18: 30-23: 00",Pizzeria,8.5,False,False,True,False,https://www.facebook.com/102087701182615,https://www.instagram.com/pizzeria_della.nonna/,https://www.google.com,27,1,0.0,237,232,14,True,7526824
Nosh,03-5361234,"Jabotinsky 16, Rishon Lezion (Lev Rishon LeZion Mall)","Sunday
  15: 00-04: 00
Monday
  15: 00-04: 00
Tuesday
  15: 00-04: 00
Wednesday
  15: 00-04: 00
Thursday
  15: 00-04: 00
Friday
 closed
Saturday
  20: 00-04: 00",Pizzeria,7.9,True,False,True,True,https://www.facebook.com/104204245000131,https://www.instagram.com/papeopizza/,http://apple.co/3f2pbxf,46,10,0.0,1504,359,23,True,7522903
Anna,03-9509077,"Derech HaMaccabim 16, Rishon Lezion","Sunday
 closed
Monday
  13: 00-20: 00
Tuesday
  13: 00-20: 00
Wednesday
  13: 00-20: 00
Thursday
  01: 00-20: 00
Friday
  20: 00-02: 00
Saturday
  11: 45-17: 30",Restaurant,7.2,True,False,False,False,https://www.facebook.com/259148830904358,https://www.instagram.com,http://rest-anna.co.il,0,0,0.0,295,1042,0,False,7535957
The garage,03-6499600,"Rishonim Rose Garden Junction, Rishon Lezion area","Sunday
  12: 00-01: 30
Monday
  12: 00-01: 30
Tuesday
  12: 00-01: 30
Wednesday
  12: 00-01: 30
Thursday
  12: 00-03: 00
Friday
  12: 00-04: 00
Saturday
  12: 00-02: 00",Hamburgeria,6.6,False,False,True,False,https://www.facebook.com/1410615085843303,https://www.instagram.com,http://garageburger.co.il,79,30,5.0,2045,5,18,False,6070631
Izzo and Bijou,08-9480364,"The Chisel 1, Ness Ziona","Sunday
  11: 00-17: 00
Monday
  11: 00-17: 00
Tuesday
  11: 00-17: 00
Wednesday
  11: 00-17: 00
Thursday
  11: 00-17: 00
Friday
 closed
Saturday
 closed",A steakhouse,8.2,True,False,True,True,https://www.facebook.com/1658491497604827,https://www.instagram.com/ejovebjo/,https://www.google.com,22,0,1.0,580,1,4,False,7404735
Avi Kebab,053-2385794,"Ghetto Uprising 55, Rishon Lezion","Sunday
  11: 30-17: 00
Monday
  11: 30-22: 30
Tuesday
  11: 30-22: 30
Wednesday
  11: 30-22: 30
Thursday
  09: 00-17: 00
Friday
 closed
Saturday
  09: 00-17: 00",A steakhouse,7.4,True,False,False,True,https://www.facebook.com/2363489497064726,https://www.instagram.com,https://www.google.com,6,2,0.0,405,279,3,True,7553620
King David Burger,03-8007070,"Jabotinsky 16, Rishon Lezion (Lev Rishon LeZion Mall)","Sunday
  11: 00-00: 30
Monday
  11: 00-00: 30
Tuesday
  11: 00-00: 30
Wednesday
  11: 00-00: 30
Thursday
  11: 00-01: 00
Friday
  11: 00-17: 45
Saturday
  18: 45-01: 00",Hamburgeria,7.8,False,False,True,True,https://www.facebook.com/280267205360943,https://www.instagram.com/kingdavidburger/,https://www.google.com,62,10,2.0,1482,2,25,True,7522903
Paula Latin flavors,053-6337063,"Herzl 47, Rishon Lezion","Sunday
  12:00 - until last customer
Monday
  12:00 - until last customer
Tuesday
  12:00 - until last customer
Wednesday
  12:00 - until last customer
Thursday
  12:00 - until last customer
Friday
  10: 00-15: 00
Saturday
 closed",Fast food restaurant,8.6,False,False,True,True,https://www.facebook.com/paula.latino.israel,https://www.instagram.com/Paula_delicias_latinas/,http://pauladeliciaslatinas.com,14,0,0.0,362,132,0,True,7529003
Pow wow,03-9797805,"Rothschild 62, Rishon Lezion","Sunday
  17: 00-02: 00
Monday
  17: 00-02: 00
Tuesday
  17: 00-02: 00
Wednesday
  17: 00-02: 00
Thursday
  17: 00-02: 00
Friday
  11: 30-02: 00
Saturday
  20: 30-23: 00",Restaurant bar,8.5,False,True,True,False,https://www.facebook.com/687290904691758,https://www.instagram.com,http://pow-wow.co.il,40,11,1.0,1641,1,7,False,7526917
Jango,03-6224747,"Moshe Becker 11, Rishon Lezion","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-24: 00
Saturday
  12: 00-24: 00",Hamburgeria,7.4,True,True,True,True,https://www.facebook.com/109486960665381,https://www.instagram.com/jango.loves.you/,http://www.the-jango.com,15,1,2.0,947,2,4,False,7535917
Crazy with,03-5568777,"Braszewski 3, Rishon Lezion","Sunday
  11: 00-03: 00
Monday
  11: 00-03: 00
Tuesday
  11: 00-03: 00
Wednesday
  11: 00-03: 00
Thursday
  11: 00-04: 30
Friday
 closed
Saturday
  18: 30-03: 00",Sandwich Bar chain,9.8,True,False,True,False,https://www.facebook.com/1839347796289582,https://www.instagram.com,http://crazymeat.co.il,22,6,0.0,699,532,6,False,7536370
At Tamar's,054-2003225,Rishon Lezion,"Sunday
  07: 00-23: 00
Monday
  07: 00-23: 00
Tuesday
  07: 00-23: 00
Wednesday
  07: 00-23: 00
Thursday
  07: 00-23: 00
Friday
 closed
Saturday
 closed",Culinary hospitality,6.7,False,False,False,True,https://www.facebook.com/cheftamar,https://www.instagram.com/Etzel_tamar/,http://etzeltamar.wixsite.com/etzel-tamar,0,0,0.0,197,17,0,False,75359
Papa Jones,*6699,"Moshe Becker 14, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
  11: 00-16: 45
Saturday
  21: 15-23: 30",Pizza chain,9.8,True,False,True,False,https://www.facebook.com/1518833595081898,https://www.instagram.com,http://papajohns.co.il,9,0,2.0,434,2,5,False,7535920
Re Bar,08-6724639,"Ofer Kenyoter, Ness Ziona","Sunday
  08: 30-21: 00
Monday
  08: 30-21: 00
Tuesday
  08: 30-21: 00
Wednesday
  08: 30-21: 00
Thursday
  08: 30-21: 00
Friday
  10: 00-13: 30
Saturday
 closed",Juice bar chain,8.2,True,False,True,False,https://www.facebook.com/29484198504,https://www.instagram.com,http://rebar.co.il,0,0,0.0,101,138,0,False,7406602
Roll Street Bar,074-7599452,"Diamond 3, Beer Yaakov","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
  11: 00-16: 45
Saturday
  21: 15-23: 30",Roll bar,9.9,False,False,True,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,19,3,0.0,642,302,7,True,6070631
Jaja,077-9386330,"Rothschild 86, Rishon Lezion","Sunday
  11: 45-24: 00
Monday
  11: 45-24: 00
Tuesday
  11: 45-24: 00
Wednesday
  11: 45-24: 00
Thursday
  11: 45-24: 00
Friday
  12: 00-22: 00
Saturday
  12: 00-24: 00",Restaurant bar,8.7,False,True,True,True,https://www.facebook.com/766029270080872,https://www.instagram.com/Jaja_bar_rlz/,http://jaja.co.il,17,5,0.0,2134,1266,6,False,7522315
