Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
154,Al and Sino,Kobi H.,26.0,11/06/2019,Beauty of a place at reasonable prices. Excellent wine selection,5.0
155,Al and Sino,If A.,1.0,04/10/2018,Really good place,5.0
156,Al and Sino,Ruth and.,2.0,18/04/2019,Wonderful,5.0
157,Showcase,Rooney s.,2.0,07/11/2021,Wrong degree of doing! A dry bun with soft chips and a long waiting time. We will not go back there,1.0
158,Showcase,Evgeny,92.0,18/11/2020,Among the best burgers in the country. The meat is high quality and made above and beyond. The bun is soft and fresh and does not fall apart throughout eating. The smoky flavor and chips with lemon zest add to the delight. I would be happy if they would open another branch or add employees because the congestion is unreasonable and the restaurant is full to capacity during most hours.,5.0
159,Showcase,Tomer,3.0,26/06/2020,"My expectations of the place were high, I heard from many people good reviews and also online I went to eat there in the middle of the week and to my surprise the burger was far from what I expected the meatball felt cheap the cheese did not blend well with the flavor of the burger. . I will not go back there.",2.0
160,Showcase,yard l.,2.0,03/08/2021,Have not answered at all for 3 days from Nansana,1.0
161,Showcase,Gal T.,3.0,18/02/2018,"amazing amazing!! I got to eat at a restaurant twice a few months apart so both times there were different menus. The two burgers I ate were excellent to the point of tears. Of course, the chips are crazy and the most delicious juices in the universe, with strawberry-divine basil juice on top. The only problem is that there is not enough space to put in the restaurant ...",5.0
162,Showcase,Bar C.,244.0,23/07/2021,Showcase has been and will be one of the leading places for hamburgers in Tel Aviv. The Lilienblum branch is an excellent branch in an excellent location. Its significant advantage over the branch in Ibn Gvirol - the hamburger also comes excellent in delivery,5.0
163,Showcase,Uri M.,1.0,06/08/2018,"Excellent hamburger and juicy, the beetroot ketchup is very interesting and the chips with the herbs are excellent, it's just a shame to put both herbs and salt on the chips.",5.0
164,Showcase,Revital a.,4.0,30/06/2021,"An amazing burger, coming from the south all the time to eat there",5.0
165,Showcase,Shaked W.,1.0,11/08/2021,"The worst service I have come across (!) Crowded and crowded, take into account that if you come more than 3 people there are no chairs and have to fight for them .. The staff does not have a basic level of politeness, veterinarians take their customers for granted I will not return unequivocally",2.0
166,Showcase,Merav B.,4.0,26/04/2021,The most delicious hamburger I have ever eaten !!! Highly recommend😍,5.0
167,Showcase,Noam F.,3.0,27/02/2020,"The burger turned out, the juices were great and the fries were amazing, some of the best",4.0
168,Showcase,Lior S.,5.0,16/08/2021,it was great,5.0
169,Showcase,Diana B.,2.0,29/01/2020,To the girlfriend who was with him burned the bun I personally did not like the combination of hazelnuts with green leaves the plum interest I did not feel. The experience is not as crazy as I expected,3.0
170,Showcase,Valeria P.,1.0,24/06/2020,"Was very tasty, order arrived quickly, generous and pleasant service",5.0
171,Showcase,Lee S.,1.0,29/09/2019,"Amazing food, a place bursting with people",4.0
172,Showcase,Lior S.,3.0,24/09/2019,"Once the place was nice, today it is just, overrated. The staff sucks especially, not pleasant at all. The place is full of enthusiasts who are photographed for Instush, bad hip hop music, unpleasant and not tasty.",2.0
173,Showcase,Shlomit D.,1.0,21/09/2018,"A quality hamburger, one of the best in Tel Aviv! Delicious and special. Good nuggets and perfect fries!",5.0
174,Showcase,Yuval B.,4.0,24/02/2020,The burgers were really tasty and the fries special on the levels,5.0
175,Showcase,Miya H.,9.0,08/08/2017,"There's almost no burger I have not tasted and I'm always ashamed that I ""wasted"" a burger not on a vet. perfect.",5.0
176,Showcase,Uri T.,2.0,03/04/2019,Two hours reservation and do not reach the requested areas at all,1.0
177,Showcase,Bar G.,1.0,16/07/2019,"Vegetarian, and it's absolutely the most delicious burger I've ever eaten.",5.0
178,Showcase,Oryan M.,3.0,24/01/2019,"Sauces on the face, put me an onion with completely burnt vinegar on the hamburger without electrifying me which made everything sour and the meat itself not high quality at all minced minced to the level of pulp. Not tasty",2.0
179,Showcase,Antei A.,28.0,05/11/2019,🤘🤘😍😍🤩🤩🤩🎶🎶🎶🎶🎶🤳,5.0
180,Showcase,Kenny A.,6.0,21/02/2019,Do not understand comments they did not like ... Perfect!,5.0
181,Showcase,Generation A.,4.0,02/10/2017,Worth every penny I have not tasted a burger tastier than the showcase,5.0
182,Showcase,Ofra O.,3.0,18/08/2018,"Reasonable burger, delicious fries and poor service",1.0
183,Showcase,Yahya p.,6.0,11/04/2019,One of the best burgers I have ever tasted.,5.0
184,Showcase,Yaniv A.,1.0,31/01/2018,"it was great! Delicious meat, bun and excellent chips.",5.0
185,Showcase,pain and.,2.0,09/01/2018,"Very tasty hamburger, excellent fries, long queue.",5.0
186,Showcase,Maria is.,3.0,17/04/2018,I went there for a burger with bacon but we are no longer on the menu,3.0
187,Showcase,Jenya Z.,1.0,14/08/2018,Lily Showcase - the most delicious burger!,5.0
188,Showcase,Last stage H.,128.0,14/10/2018,Great burger! One of the best,5.0
189,Showcase,Amos S.,5.0,23/07/2018,"Three words, bacon jam",5.0
190,Showcase,Liron M.,6.0,16/09/2019,Stunning,5.0
191,Showcase,Tomer Z.,1.0,11/12/2017,tasty,4.0
192,Showcase,Yuval S.,7.0,06/01/2018,The most delicious chips in town.,5.0
193,Showcase,Israel approx.,10.0,12/11/2018,Delicious,5.0
194,Showcase,Oz A.,1.0,22/10/2017,Amazing Amazing Amazing,5.0
195,Showcase,Alon P.,2.0,19/11/2017,The schnitzel is amazing !!,5.0
196,Showcase,Idit E.,4.0,04/02/2017,In one word: perfect,5.0
197,Showcase,Arkady Portnoy,,10/09/2016,Showcase Lilienblum - The burger man checks the secret to the new naughty success,
198,Showcase,Tal Korns,,05/06/2016,Showcase Lily - Tal Korns returned from a first visit to a new paradise for hamburger lovers,
199,Basel Congress,Shay R.,1.0,14/11/2021,"Really fun, total Zionist and charming place, positive staff",5.0
200,Basel Congress,Orit M.,5.0,05/08/2020,"Everything was really fresh prepared that at that moment, was really delicious! And the guys were welcoming and kind. Highly recommended!",5.0
201,Basel Congress,die a.,1.0,10/06/2018,"The service, the food, the place, everything was excellent and beyond, I recommend everyone to eat here, a popular and pleasant place, with beautiful songs in the background. Wow!",5.0
202,Basel Congress,Liraz T.,13.0,25/12/2020,Excellent food Great service Favorable prices Highly recommended !!!,5.0
203,Basel Congress,Gabi S.,4.0,13/10/2018,"What else can be said? Also delicious food, also a members club. In a paraphrase of El Al: The most at home on Ibn Gvirol Street",5.0
204,Basel Congress,Smadar S.,2.0,09/09/2020,"Great !! Excellent home-cooked food, devoid of pretension. Fresh clean special people",5.0
205,Basel Congress,Avichai L.,1.0,10/06/2018,Wow! The service and the food! Excellent! The humor is another thing that adds to the authentic experience of the restaurant. warmly recommended!,5.0
206,Basel Congress,May B.,2.0,14/02/2020,A little food for 80 NIS .. I ordered a portion of chickpeas regardless of the business and we only got one pita and a box of a small salad of chickpeas .. In addition it took a lot of time to arrive .. Too bad.,2.0
207,Basel Congress,Eran D.,19.0,11/01/2020,The best shawarma in town. Not to mention the charming service. Run before it's over.,5.0
208,Basel Congress,Netanel S.,1.0,27/05/2019,The best shawarma in town :) Warm atmosphere !! Pampering essence !! Great place !!,5.0
209,Basel Congress,Vadim N.,1.0,09/04/2020,Today more than ever! (Even if in deliveries),5.0
210,Basel Congress,david m.,2.0,21/02/2020,"Amazing, delicious I experienced. We really liked!",5.0
211,Basel Congress,Ben d.,2.0,17/06/2020,Cool shawarma,5.0
212,Basel Congress,Matan C.,2.0,21/01/2019,"Maybe it's because of the atmosphere of the end of the day, but was just fine and not beyond, like usually living there and having fun.",4.0
213,Basel Congress,You have to,1.0,24/07/2019,They are cool and also delicious to me there.,5.0
214,Basel Congress,Joe G.,3.0,10/12/2019,Delicious and clean,5.0
215,Basel Congress,Shiry M.,2.0,11/11/2019,Excellent food,5.0
216,Basel Congress,Alon J.,1.0,12/10/2017,Excellent,5.0
217,Basel Congress,Ziv E.,1.0,24/10/2017,something,5.0
218,Basel Congress,Dan H.,1.0,26/02/2017,Best,5.0
219,Turk to Hamjon,In Hanan.,4.0,21/03/2022,tasty,4.0
220,Turk to Hamjon,Generation P.,10.0,14/11/2021,Really disgusting I jumped on their score but yikes what bad food they brought me salads without a plastic fork (and yes I asked) in short it is highly not recommended,1.0
221,Turk to Hamjon,Moshe S.,3.0,25/01/2021,Delivery experience one of the best I had first thing shawarma is great but it's not the main delivery arrived in less than half an hour full of salads on the side but full and I did not ask them to add them not to mention the quantities of chips they sent I do order quite a lot of them Just a pleasure I tried to contact the restaurant to really pardon wholeheartedly but unfortunately did not answer me hope they will read the review no words just a pleasure to have restaurants that also know how to pardon their customers,5.0
222,Turk to Hamjon,Baruch J.,2.0,22/07/2021,"Stunning. I ate shawarma loaf with lamb abala and amala. At 44 with fries a great price after everyone raises prices to 50 (delusional). Thank you so much for coming back with the whole family. It is important to note that Pinko and we did not skimp. Well done, highly recommend friends🙏🏻🙌️👍",5.0
223,Turk to Hamjon,Kurdish n.,1.0,09/08/2021,"Very tasty shawarma, leaves a taste of more .... everything in abundance Shawarma is bursting with pita / loaf / salad tray and chips in abundance. Excellent attitude and service. Really recommended. Shawarma only in the highest quality loaf of bread.",5.0
224,Turk to Hamjon,Moshe Y.,1.0,27/05/2021,"I ate there a lot in the past, still first place for me, the last time I refrained from eating for kosher reasons (the place is kosher but the lamb is not smooth but rabbinate) courteous service, pampering in everything, quality food",5.0
225,Turk to Hamjon,Rafi N.,2.0,17/08/2021,"The place is clean and tidy, fresh fresh food and the shawarma is there in abundance! There's a wedding hall staff there. Hope it does not change. I really enjoyed and was satisfied with the dish. Just let it stay that way and not change",5.0
226,Turk to Hamjon,Shai A.,2.0,10/05/2021,"The dish is pampering and delicious, I was a little disappointed that Shawarma India was not left at 7:30 p.m.",4.0
227,Turk to Hamjon,Chen L.,6.0,31/08/2020,Wow the most delicious shawarma even more than the shawarma in Turkey we ordered delivery and indulged in salads and meat and the taste of the shawarma was overwhelming in short worth eating there😍🤤🤤,5.0
228,Turk to Hamjon,Ami and.,18.0,28/04/2021,Excellent delicious and good and dedicated service I go back there again with friends a respectable dish I ate in a stunning dish,5.0
229,Turk to Hamjon,Miri T.,4.0,15/01/2021,Nice no more than that,3.0
230,Turk to Hamjon,Sapir N.,10.0,24/12/2020,"Wow, clean and fresh - which is the most important thing to me in these kind of places. Very tasty and the price is totally fair. Highly recommend!!",5.0
231,Turk to Hamjon,Ophir E.,74.0,12/08/2021,Delicious shawarma and great service👍,5.0
232,Turk to Hamjon,Adi K.,1.0,22/10/2020,"Amazing service, and the food even more, the best shawarma I have eaten",5.0
233,Turk to Hamjon,Providing m.,7.0,19/08/2020,I enjoyed very fast service delicious food and rich selection. Lovely people and know how to give service :),4.0
234,Turk to Hamjon,Gal a.,5.0,04/10/2018,As a vegetarian the vegetarian food is amazing !!! The best chickpeas I have tasted are served generously and happily and the food arrives quickly,5.0
235,Turk to Hamjon,Niv T.,3.0,23/01/2020,I took a takeaway to work 3 to hamagon with lamb shawarma and india we licked our fingers,5.0
236,Turk to Hamjon,Noam T.,6.0,23/06/2020,The best place there is! The most delicious the most worth the best there is! Worth equal,5.0
237,Turk to Hamjon,Hilla V.,2.0,19/10/2020,The most delicious shawarma we have ever eaten! Unrivaled! Recommended Recommended!,5.0
238,Turk to Hamjon,Dominate,219.0,31/05/2017,"nice place. It is recommended to eat the shawarma and if possible also take it (laffe, baguette, pita) because the place is crowded and there is a feeling of overcrowding especially at noon.",4.0
239,Turk to Hamjon,Shirel S.,1.0,16/12/2020,"Delicious delicious, large dishes and complimentary with the meat !!",5.0
240,Turk to Hamjon,Batel A.,2.0,28/10/2020,"Very tasty, pinko also in salads and chips",5.0
241,Turk to Hamjon,Beautiful a.,10.0,17/09/2019,"A wonderful experience, delicious clean food at a high level as well as the courteous and cordial service",5.0
242,Turk to Hamjon,Hadas p.,2.0,22/06/2020,"Was deliciously cheesy, the most delicious shawarma I have ever eaten",5.0
243,Turk to Hamjon,Eliran Z.,7.0,23/04/2020,"Insanely small portions. It was not tasty, everything is very dry",1.0
244,Turk to Hamjon,Mikmak Q.,1.0,08/04/2018,Great place for the best shawarma in the country Amazing service in short Sucker who does not eat there,5.0
245,Turk to Hamjon,Itamar A.,1.0,12/07/2020,Delicious Shawarma Legend People are endearing thanks,5.0
246,Turk to Hamjon,Tahal Y.,1.0,04/03/2020,Shocking and unclean place. Food that is far from edible .. just awful !!! It is better to eat bread with chocolate and not get in there.,2.0
247,Turk to Hamjon,Tamir Z.,5.0,16/10/2019,Very tasty turkey female indulges in fresh meat and vegetables and lots of customers which means fresh food,4.0
248,Turk to Hamjon,Shmulik A.,2.0,25/08/2020,"It was very tasty, the owners were pampered",5.0
249,Turk to Hamjon,Orly E.,5.0,22/10/2018,"Delicious delicious delicious fresh fresh, complimentary food, a real experience .. Highly recommended",5.0
250,Turk to Hamjon,Brick c.,2.0,23/10/2020,Highly recommended everything is just delicious 😊,4.0
251,Turk to Hamjon,David K.,4.0,17/09/2018,Kind smile and professional service The best shawarma I have eaten I highly recommend,5.0
252,Turk to Hamjon,Shlomy M.,1.0,10/03/2019,"Shawarma, skewers and Halebz service and good prices!",5.0
253,Turk to Hamjon,Maayan A.,57.0,04/08/2019,"I took shawarma in a five-course meal which was reasonable, the toppings were at the level of an alliance event in the periphery.",2.0
254,Turk to Hamjon,Nadav B.,52.0,20/07/2019,"Expensive, tasty, crowded and service not something",3.0
255,Turk to Hamjon,Nitzan B.,12.0,04/07/2019,"Very tasty, large selection and quality meat. Price a bit expensive.",4.0
256,Turk to Hamjon,Meni B.,4.0,08/10/2019,Delicious food and a great atmosphere worth the money,5.0
257,Turk to Hamjon,Alon B.,12.0,27/05/2020,Delicious food I really liked,5.0
258,Turk to Hamjon,Yoav H.,1.0,08/03/2020,Delicious,5.0
259,Turk to Hamjon,Ido H.,1.0,03/06/2018,Perfect place for amazing food and satisfying dishes,5.0
260,Turk to Hamjon,Gilboa A.,3.0,06/02/2020,Was excellent and highly recommended ... the price is expensive.,4.0
261,Turk to Hamjon,Ofri S.,1.0,09/03/2020,Excellent,5.0
262,Turk to Hamjon,Joseph R.,6.0,11/12/2019,Delicious,5.0
263,Turk to Hamjon,Roee C.,2.0,11/06/2018,Delicious warm attitude but hot ... there was no air on the bar,4.0
264,Turk to Hamjon,David n.,1.0,31/12/2017,Fresh entrecote rolls perfect haida,5.0
265,Turk to Hamjon,Tomer S.,1.0,01/04/2019,Delicious and fresh,5.0
266,Turk to Hamjon,Lior B.,3.0,08/11/2017,The most delicious shawarma I have ever eaten,5.0
267,Turk to Hamjon,Sharon S.,1.0,11/02/2019,Delicious,5.0
268,Turk to Hamjon,Nati S.,4.0,31/12/2017,Great taste and service.,5.0
269,Turk to Hamjon,Run z.,3.0,18/12/2017,Delicious. fast service .,5.0
270,Turk to Hamjon,Michael T.,25.0,28/08/2016,The best shawarma in the area,5.0
271,Turk to Hamjon,Tamar R.,369.0,22/10/2018,A particularly successful shawarma!,4.0
272,Turk to Hamjon,Gal S.,2.0,01/03/2018,crazy,5.0
273,Dr. Saadia,Moshe H.,1.0,11/03/2022,"Green falafel. The most delicious I have eaten between Hadera and Gedera. The price is cheap. Serving - 17 NIS. Half dose -10. Highly recommended, from one who eats falafel wherever possible.",5.0
274,Dr. Saadia,Yuval c.,1.0,19/11/2021,The best falafel in town !!!!,5.0
275,Dr. Saadia,VERONA H.,2.0,18/03/2021,Delicious and special! high level. It is highly recommended!,5.0
276,Dr. Saadia,Jonathan L.,6.0,30/08/2021,Good falafel and courteous service Thank you,4.0
277,Dr. Saadia,Margalit approx.,2.0,03/09/2021,Really tasty,5.0
278,Dr. Saadia,Yuval c.,1.0,07/09/2019,Real green falafel !! The best I've eaten. Lovely managers,5.0
279,Dr. Saadia,Natan J.,2.0,11/11/2019,There is no place certificate so if someone goes by its name because it is kosher you will know it is not. Besides the people whose name is amazing are really nice,3.0
280,Dr. Saadia,Avi a.,2.0,26/06/2020,High level falafel! recommended!!,5.0
281,Dr. Saadia,Nir a.,1.0,29/07/2019,The most delicious falafel you will ever eat! Under commitment !!!,5.0
282,Dr. Saadia,Iklop 1.,6.0,03/06/2019,"Delicious and fresh falafel, a good dish. Limited selection of salads",4.0
283,Dr. Saadia,Ofer S.,3.0,07/12/2017,"I have been eating there for about 15 years, just great and inexpensive!",5.0
284,Dr. Saadia,yakov t.,1.0,09/05/2019,Excellent 👍,5.0
285,Dr. Saadia,Shlomo C.,5.0,15/07/2018,Excellent and original,5.0
286,Dr. Saadia,gil.sasson,1.0,08/02/2013,Definitely the BEST falafel in the world !!! :-),5.0
287,Cafe Hara'a,Chen M.,2.0,06/05/2022,"A charming family cafe! The owner of the place is kind, the service is excellent and the coffee is very tasty.",5.0
288,Cafe Hara'a,Yafit A.,1.0,06/05/2022,"Great restaurant! Delicious, kosher food, excellent service! We had a lot of fun!",5.0
289,Cafe Hara'a,Gil C.,1.0,14/07/2021,"We have already ordered salads for work several times, everything is freshly carefully packed and delicious, generous portions, especially the dream salad and also chippero in a mini dessert - we loved it!",5.0
290,Cafe Hara'a,Tsleel V.,7.0,11/02/2022,It was really pleasant and fun and the waitress service really made me want to come again,5.0
291,Cafe Hara'a,Moran P.,1.0,27/07/2020,"Pleasant atmosphere, we sat outside, in the shade, with a fan. A varied menu and the dishes we ordered were served in an aesthetic and delicious way! Absolutely fair prices and excellent service !! warmly recommended!!",5.0
292,Cafe Hara'a,Corine O.,2.0,28/08/2019,"I went in this morning to buy coffee, I asked what milk substitute is used - he answered me impatiently and claimed that we (the vegans) are exhausting. I turned around and left at that moment",1.0
293,Cafe Hara'a,Yoav S.,7.0,28/07/2021,Great breakfast! kind service! A very good overall experience! recommended!,5.0
294,Cafe Hara'a,Dolev Z.,3.0,27/05/2021,Amala and Abala on the food and service there is nothing to talk about at all !!! I will definitely come again,5.0
295,Cafe Hara'a,Farewell e.,1.0,21/05/2017,"Cozy cafe, especially clean !!! Their kitchen is sterile. The food is very tasty, especially the rich breakfast they serve",5.0
296,Cafe Hara'a,Orit B,4.0,20/08/2019,"Really nice place, there is an area inside that you can sit and there are tables outside with a smoking area and a non-smoking area. The outdoor area where smoking is allowed is surrounded by a protest of vegetation and sun umbrellas decorated with lighting that attracts lots of flying to the area on the other hand there is nothing that blows them away and distracts the atmosphere. We ordered a salad, potato and lotus cake for dessert and drank red wine. The food was delicious, unfortunately the waitress forgot to type one of the dishes (claiming that some of the bon comes out and some did not .. did not take responsibility). Although it is defined as a cafe there is no menu of sweets With coffee or something like that you have to go and choose from the cake fridge what you want. In addition there are full tables outside but because of all the vegetation in the area it attracts lots of flies and mosquitoes. Overall the place matches the atmosphere and environment.",4.0
297,Cafe Hara'a,Anastasia B.,2.0,16/08/2019,Do not recommend coming with family or children !! They have no patience looking bad with a child talking a little loud it was just awful bad experience not to be forgotten in life,1.0
298,Cafe Hara'a,david o.,1.0,29/08/2019,Unfortunately I could not experience too much there because the place is not kosher. But indicates to praise the honesty of the place worker for illuminating the subject honestly ....,1.0
299,Cafe Hara'a,I wish you,15.0,09/02/2020,"Give a discount to the soldiers, well done!",4.0
300,Cafe Hara'a,Nicole S.,4.0,23/06/2021,Service on the face. No food is worth it. I went without ordering.,1.0
301,Cafe Hara'a,Well H.,1.0,12/02/2021,Really delicious!,5.0
302,Cafe Hara'a,Shir R.,1.0,04/04/2019,it was fine,3.0
303,Cafe Hara'a,Orly L.,1.0,28/08/2018,"Delicious food, excellent service, homely atmosphere, highly recommended",5.0
304,Cafe Hara'a,Seagull and.,1.0,15/08/2018,"Good cafe, excellent service",5.0
305,Cafe Hara'a,Gaby D.,1.0,25/02/2018,"Catastrophic, do not get close!",1.0
306,Cafe Hara'a,Isaac b.,1.0,22/05/2019,excellent service,5.0
307,Cafe Hara'a,Yarden S.,1.0,02/10/2017,Excellent food and courteous service.,5.0
308,Cafe Hara'a,Guy T.,1.0,02/01/2018,Great place,5.0
309,Nini Hachi,Morag E.,5.0,24/11/2018,Great food !!! Great wine for pregnant women. Large dishes - for example we ordered soup and it was enough for three people and the restaurant is aware of the fact that they share so brought extra bowls and a small ladle .. We ate 8 diners and left seventy at a completely reasonable price! Great atmosphere Great service! The waiters know how to explain exactly what each dish contains. Although fur desserts were not felt.,5.0
310,Nini Hachi,Eyal H.,3.0,06/05/2022,We came on Passover so I did not expect much but the Azi buildings the food was excellent there was a huge variety and the service was very amazing enjoyed for sure we will return,5.0
311,Nini Hachi,Sharon Z.,1.0,06/05/2022,Large and tasty dishes are recommended,4.0
312,Nini Hachi,Taliya A.,2.0,22/06/2021,"Excellent restaurant! Within a pregnant and kosher woman, it is difficult to find a restaurant that makes sushi adapted for pregnancy when the restaurant is kosher and more is in the heart of Tel Aviv. In addition the dishes were delicious and the prices were reasonable and convenient for every pocket. Great waiters. A stunning experience. Of course I'll be back️",5.0
313,Nini Hachi,Bar C.,244.0,30/03/2022,"Great place, great atmosphere and great service. The dishes were really tasty, both the starter salad and the sushi. Feel fresh in raw materials. We really enjoyed it!",5.0
314,Nini Hachi,May f.,1.0,06/05/2022,Excellent food,5.0
315,Nini Hachi,Halo S.,2.0,28/07/2020,"We met a year ago and since then there is no chance that I am in Tel Aviv and do not have lunch with Nini Hatzi the champions !! Service, quality and overall experience is just amazing ... Now in the Corona period I was happy to know that the deliveries are fast and excellent too !!",5.0
316,Nini Hachi,ziv-noam N.,1.0,22/10/2021,"There was no place, on Thursdays it is advisable to book a table many hours in advance",3.0
317,Nini Hachi,Rotem b.,1.0,11/06/2021,The food was delicious and special it took a while until everything arrived maybe because Thursday and there was a rush but overall the waitresses were courteous and the food special felt like I was in Japan,5.0
318,Nini Hachi,Lee I.,4.0,04/09/2020,"We arrived at three pregnant companies especially Nini Hachi who provides a strip for pregnant women, we waited for food for about an hour or not .. until the appetite had already come out and in addition until the food had already arrived, one of the men had a long hair, we left with a feeling of disgust .... 22:00 and we received the food only at 00:10 I did not encounter Mimi in such poor service and especially from the shift supervisor who had no solution to offer and since the food was delayed so much the kitchen was already closed and my friend came out hungry .. The staff was really rude, disrespectful and do not know What is customer service .. We were just told there was nothing to do ... Big disappointment .. Sure we will not return and do not recommend !!!!!",1.0
319,Nini Hachi,Nave B.,7.0,21/04/2021,"It was great, clean and good atmosphere, the food is delicious and the service is great too :)",4.0
320,Nini Hachi,Olivia P.,1.0,28/08/2019,"We sat outside, the service was great, the food came pretty quickly and was delicious, we ordered chicken gyoza, a double combination and a salmon skewer for the girl. And the girl really enjoyed and even received a gift at the end! We'll be back there again. Highly recommended.",5.0
321,Nini Hachi,Ofek A.,2.0,10/11/2019,"The truth? The restaurant is stunning, terribly delicious and satisfying food at a floor price !! We ordered a vegetarian combination of sushi and another roll of salmon. It was amazing!! Great service. And really short and to the point, I will come back again 🌸",5.0
322,Nini Hachi,Elia M.,7.0,29/08/2020,"Excellent restaurant, large and delicious dishes that justify the not particularly high price. This is my first time in a restaurant and I was sure already after the first courses that this is not the last.",5.0
323,Nini Hachi,Ilan h.,7.0,11/09/2021,"The best Asian restaurant I have eaten at. All dishes are excellent, at very reasonable prices. Highly recommended you will not be disappointed.",5.0
324,Nini Hachi,of b.,4.0,24/02/2022,Perfect place Amazing atmosphere Very tasty food !!!!,5.0
325,Nini Hachi,Yard S.,26.0,13/08/2021,excellent service. Mostly delicious food,4.0
326,Nini Hachi,Rami M.,9.0,03/12/2021,"Reasonable price, ready quickly (half an hour), and most importantly deliciously tasty",5.0
327,Nini Hachi,Sveta S.,1.0,17/06/2021,Deliciously invested. Great service. We got a professional waiter who knew how to recommend. good atmosphere. Customer returns,5.0
328,Nini Hachi,yehuda g.,1.0,11/06/2019,I had a delicious one. For my wife and daughter - less. The fried sushi was very thick for their taste and one serving was delayed and finally given as free compensation.,3.0
329,Nini Hachi,Noga S.,4.0,05/07/2021,Extremely high level. We arrived by chance and we will return here more. Highly recommend !!!,5.0
330,Nini Hachi,Rita S.,2.0,30/03/2021,"Very tasty and fresh food, fair prices, excellent service we enjoyed highly recommended",5.0
331,Nini Hachi,Asaf S.,2.0,24/06/2021,"Amazing food, excellent reception and service and a pleasant atmosphere.",5.0
332,Nini Hachi,Meital M.,1.0,24/09/2018,Poor service.We were at a restaurant last Thursday. We sat down at 21:20. When we were told that if we order sushi it would take 40 minutes. We also ordered Pad Thai which arrived after a quarter of an hour from the order. The sushi did not arrive even after an hour and 20 minutes. We waited until 22:50 and gave up and got up from the restaurant. I am a pregnant woman who heard about this restaurant. And in the end I did not eat. I have never received such a restaurant. I will go back there and not recommend to my acquaintances.,1.0
333,Nini Hachi,Gili B.,2.0,31/05/2019,"The food was really tasty, the sushi was excellent, the stir-fries were really good. The service was very good. We enjoyed and will be back again for sure",5.0
334,Nini Hachi,my age a.,2.0,20/08/2020,Small restaurant. Need to book in advance. There is always no place.,2.0
335,Nini Hachi,Elad H.,1.0,16/12/2021,Found !!,5.0
336,Nini Hachi,Rinat B.,1.0,19/11/2020,"Perfect !!! Fresh, delicious, large and satisfying dishes. Clean, inviting and fun that it is kosher🤗",5.0
337,Nini Hachi,Ben C.,1.0,18/07/2014,"Hi, everyone. We sat in the restaurant on Thursday night and it was just amazing, clean place, pleasant music, great service, and amazingly delicious food. Highly recommend. And promises to come back;)",5.0
338,Nini Hachi,Yifat C.,1.0,23/03/2021,"Good atmosphere, delicious food, great service. Highly recommend!",5.0
339,Nini Hachi,Sara S.,2.0,01/11/2020,The food was excellent.The service was pleasant and fast and reliable.Thank you very much,5.0
340,Nini Hachi,Eli G.,2.0,15/10/2018,We were in the evening. The food was great! There are tables outside inside and also upstairs. Already waiting to return!,5.0
341,Nini Hachi,adi a.,1.0,11/09/2019,"I ordered sushi and spring roll at 11:45 and the sushi only arrived at 14:05 (!). The spring roll came cold apparently and even the sauces I ordered were wrong. No one called to update that the shipment would arrive late and did not even consider offering compensation. This disregard for customers is frustrating. Of course, I will no longer approach a place that treats its customers in this way.",1.0
342,Nini Hachi,Nadav B.,4.0,31/12/2019,"There was great sushi and great service, and the price is reasonable for a change in Tel Aviv!",5.0
343,Nini Hachi,Lori R.,18.0,29/08/2019,The most delicious kosher sushi in Tel Aviv !! Amazing service and excellent food,5.0
344,Nini Hachi,VAMOOS S.,15.0,18/02/2019,The delivery did arrive in 90 minutes.,4.0
345,Nini Hachi,Kfir L.,1.0,07/11/2017,"We ordered takeaway for the first time. Sushi and Pad Thai Chicken. The sushi came with a slightly spoiled taste it seemed to me from the avocado. The chicken in Pad Thai felt like it came from the fridge and was heated. Not fresh. Although we paid 10 shekels for delivery. The courier wanted a ""service fee"" and when I refused he made me such a disgusting face. It took 45 minutes for the delivery to reach a kilometer from us. We will not order more from there",1.0
346,Nini Hachi,Or B.,1.0,15/03/2018,"A warm place and delicious sushi houses, the price is a bit high relative to the size of the fish in the sushi.",4.0
347,Nini Hachi,Fund B.,4.0,11/04/2019,We decided to give it a try despite the mixed reviews ... in one terrible word! The entrees were reasonable but the mains just weren't ... We ordered a Pad Thai which was reasonable minus and a dish of beef that was just a few pieces of meat and cooked mushrooms that was completely tasteless ... sure I would not go back there,1.0
348,Nini Hachi,Ido B.,1.0,08/01/2018,Very tasty fast service not cheap but not too expensive Good dishes Dessert needs improvement in the menu,5.0
349,Nini Hachi,Yan H.,5.0,09/06/2020,It was really delicious! High awareness of celiacs,5.0
350,Nini Hachi,Noa R.,5.0,22/08/2019,"Very tasty, courteous service, complimentary food and cheap price",5.0
351,Nini Hachi,turn s.,5.0,02/08/2019,"Great staff, delicious food, good service! Worth to come",4.0
352,Nini Hachi,yael b.,2.0,01/04/2020,"Charming, courteous service and very helpful",5.0
353,Nini Hachi,Noa m.,2.0,24/06/2019,Tasteful taste,2.0
354,Nini Hachi,Leio B.,1.0,01/12/2020,medium,3.0
355,Nini Hachi,David d.,14.0,29/08/2016,"A pleasant quiet place and mostly real food without reinventing it. In short, accurate and good",5.0
356,Nini Hachi,Fellow and.,3.0,06/09/2020,Very tasty food,5.0
